id,dia,horario,texto_original,texto_limpo,sentimento,prob_positivo,prob_negativo,prob_neutro,likes,retweets
2056537286003626113,18/05/2026,21:47,o instrumental de A Dona do Pedaço tocando #QuemAmaCuida,o instrumental de A Dona do Pedaço tocando,NEU,0.3002,0.039,0.6608,2,0
2056537283289927740,18/05/2026,21:47,gostei da trilha sonora #QuemAmaCuida https://t.co/fL3oWL8vQv,gostei da trilha sonora,POS,0.9912,0.0026,0.0062,2,0
2056537281754775827,18/05/2026,21:47,Ansiedade pra abertura logo #QuemAmaCuida,Ansiedade pra abertura logo,POS,0.9623,0.0044,0.0333,1,0
2056537279225532774,18/05/2026,21:47,Jesus quem aguenta assistir novela com esse sotaque chato e forçado. #QuemAmaCuida,Jesus quem aguenta assistir novela com esse sotaque chato e forçado.,NEG,0.0041,0.991,0.005,1,0
2056537272137253216,18/05/2026,21:47,"Claro que o sotaque paulista ia ficar forçado de início, com o tempo vai melhorando 
#QuemAmaCuida","Claro que o sotaque paulista ia ficar forçado de início, com o tempo vai melhorando",NEU,0.152,0.2694,0.5786,2,0
2056537269020823877,18/05/2026,21:47,Achando esse Ulises um paspalho 👁️ #QuemAmaCuida,Achando esse Ulises um paspalho 👁️,NEG,0.0032,0.9919,0.0049,0,0
2056537266789441794,18/05/2026,21:47,"Misericórdia, só quem passou por enchente sabe como é #QuemAmaCuida","Misericórdia, só quem passou por enchente sabe como é",NEG,0.006,0.9757,0.0183,0,0
2056537265711481343,18/05/2026,21:47,Ver essas cenas de enchente me da gatilho enorme por td que passamos 2 anos atrás aqui no RS #QuemAmaCuida,Ver essas cenas de enchente me da gatilho enorme por td que passamos 2 anos atrás aqui no RS,NEG,0.0676,0.8105,0.1219,0,0
2056537265241821619,18/05/2026,21:47,Muito bom ver a Isabela Garcia de volta as novelas #QuemAmaCuida,Muito bom ver a Isabela Garcia de volta as novelas,POS,0.9855,0.0024,0.0121,10,4
2056537263060775126,18/05/2026,21:47,TONY RAMOS ATOR. #quemamacuida,TONY RAMOS ATOR.,NEU,0.0522,0.0186,0.9292,2,0
2056537242785423571,18/05/2026,21:47,meu deus todas as desgraças que poderiam acontecer com essa coitada tão acontecendo em metade de um dia #QuemAmaCuida,meu deus todas as desgraças que poderiam acontecer com essa coitada tão acontecendo em metade de um dia,NEG,0.0041,0.9841,0.0118,3,2
2056537242709930494,18/05/2026,21:47,"amo a isabela garcia, uma atriz e tanto!! #QuemAmaCuida","amo a isabela garcia, uma atriz e tanto!!",POS,0.9882,0.0024,0.0094,0,0
2056537241267187765,18/05/2026,21:47,"Alguém passa na roleta do busão para frente em São Paulo? 
#QuemAmaCuida",Alguém passa na roleta do busão para frente em São Paulo?,NEU,0.0163,0.0386,0.9451,1,1
2056537241162248541,18/05/2026,21:47,já deu vontade de chorar #quemamacuida,já deu vontade de chorar,NEG,0.0176,0.9639,0.0186,1,1
2056537240633774382,18/05/2026,21:47,As fotos de época de bebê a bordo 😅😅😅 #quemamacuida,As fotos de época de bebê a bordo 😅😅😅,NEU,0.3537,0.1643,0.482,2,0
2056537235684811041,18/05/2026,21:47,"mds ah não o Cleber falando que a Adriana é a versão feminina do Pedro #QuemAmaCuida
https://t.co/yKAqU0HAiM",mds ah não o Cleber falando que a Adriana é a versão feminina do Pedro,NEG,0.0138,0.8864,0.0999,4,1
2056537233964875947,18/05/2026,21:47,Já gostei #QuemAmaCuida https://t.co/jhyYrih1JI,Já gostei,POS,0.9916,0.0026,0.0058,0,0
2056537221574898175,18/05/2026,21:47,sério não acredito que o jesuíta já vai morrer no primeiro capítulo #QuemAmaCuida,sério não acredito que o jesuíta já vai morrer no primeiro capítulo,NEG,0.0062,0.9796,0.0141,1,0
2056537213316296728,18/05/2026,21:47,Vejo Alexandre Borges só lembro do ícone jack lecré #QuemAmaCuida,Vejo Alexandre Borges só lembro do ícone jack lecré,POS,0.6076,0.04,0.3524,1,0
2056537203883245909,18/05/2026,21:47,"tá chovendo demais! 😰😰😰
#QuemAmaCuida ❤️‍🩹 https://t.co/F3r18e4Vkj",tá chovendo demais! 😰😰😰 ❤️‍🩹,POS,0.4212,0.2266,0.3521,1,0
2056537197268897942,18/05/2026,21:47,"A póbi da Adriana tendo um péssimo dia
#QuemAmaCuida",A póbi da Adriana tendo um péssimo dia,NEG,0.0163,0.9133,0.0704,4,0
2056537196903997462,18/05/2026,21:47,"Isabela Garcia!
De volta!!
#QuemAmaCuida https://t.co/QZLddW1fIx",Isabela Garcia! De volta!!,NEU,0.0653,0.0112,0.9234,10,3
2056537196828451222,18/05/2026,21:47,"To gostando de #quemamacuida até agora. Atores bem, direção e até diálogos bons!","To gostando de até agora. Atores bem, direção e até diálogos bons!",POS,0.9873,0.0029,0.0098,2,0
2056537190822273029,18/05/2026,21:47,"a casa da adriana cheia de água ja meu Deus 💔
#QuemAmaCuida",a casa da adriana cheia de água ja meu Deus 💔,NEG,0.0076,0.9846,0.0078,0,0
2056537189052195317,18/05/2026,21:47,Amora Mautner ainda mais obcecada com a cor vermelha #quemamacuida,Amora Mautner ainda mais obcecada com a cor vermelha,NEU,0.2019,0.0516,0.7465,1,0
2056537185289908535,18/05/2026,21:47,"Gente, alguém avisa as produções das novelas da Globo que a gente aqui de São Paulo não fala desse jeito PELO AMOR DE DEUS #QuemAmaCuida","Gente, alguém avisa as produções das novelas da Globo que a gente aqui de São Paulo não fala desse jeito PELO AMOR DE DEUS",NEG,0.0071,0.9728,0.0201,0,0
2056537183675191434,18/05/2026,21:47,"vou viciar nessa novela, tá bafo essa direção velho #QuemAmaCuida","vou viciar nessa novela, tá bafo essa direção velho",POS,0.9911,0.0023,0.0066,0,0
2056537182756561279,18/05/2026,21:47,ai que desesperooo #QuemAmaCuida,ai que desesperooo,NEG,0.0148,0.9687,0.0165,0,1
2056537181426991225,18/05/2026,21:47,"Ponto alto até aqui , QUE ELENCO #QuemAmaCuida","Ponto alto até aqui , QUE ELENCO",POS,0.9878,0.0027,0.0095,0,0
2056537181045268792,18/05/2026,21:47,se isso não é foto de bebê a bordo eu tô maluca  #QuemAmaCuida,se isso não é foto de bebê a bordo eu tô maluca,NEU,0.0468,0.2367,0.7165,2,0
2056537179464036640,18/05/2026,21:47,"a história do pedro e da adriana já tendo construção, sem forçação de barra, sem atropelar as coisas, QUE SABOR ! #QuemAmaCuida  https://t.co/ip0LQBnMVr","a história do pedro e da adriana já tendo construção, sem forçação de barra, sem atropelar as coisas, QUE SABOR !",POS,0.8155,0.0621,0.1223,70,13
2056537178075807993,18/05/2026,21:47,Adriana na enchente #QuemAmaCuida https://t.co/Sbv0MpASXY,Adriana na enchente,NEU,0.0422,0.0543,0.9035,1,0
2056537176922317036,18/05/2026,21:47,"Quem fala “to aqui no transporte?” A pessoa falaria to aqui no ônibus, no busão….sei lá #QuemAmaCuida","Quem fala “to aqui no transporte?” A pessoa falaria to aqui no ônibus, no busão….sei lá",NEU,0.0374,0.1095,0.8531,1,0
2056537172749009275,18/05/2026,21:47,"Esse primeiro capítulo tá cheirando tanto a desgraça que está me dando vontade de sair correndo 

#QuemAmaCuida",Esse primeiro capítulo tá cheirando tanto a desgraça que está me dando vontade de sair correndo,NEG,0.0061,0.9855,0.0084,0,0
2056537165484450060,18/05/2026,21:47,Só quem já perdeu tudo em enchente sabe o desespero que dá… #quemamacuida,Só quem já perdeu tudo em enchente sabe o desespero que dá…,NEG,0.0331,0.602,0.3649,2,0
2056537165442511062,18/05/2026,21:47,o pobre não tem paz 😭😭😭😭😭 #quemamacuida,o pobre não tem paz 😭😭😭😭😭,NEG,0.0098,0.9813,0.0089,0,0
2056537162414198892,18/05/2026,21:47,"Por onde a Adriana passa, conquista corações! kkkkk #QuemAmaCuida https://t.co/16UV0VGRha","Por onde a Adriana passa, conquista corações! kkkkk",POS,0.8395,0.011,0.1495,23,2
2056537160128360661,18/05/2026,21:47,Incrível a composição do Tony Ramos. Nem de longe lembra o Abel de Dona De Mim #QuemAmaCuida,Incrível a composição do Tony Ramos. Nem de longe lembra o Abel de Dona De Mim,POS,0.5196,0.1134,0.367,0,0
2056537159474037131,18/05/2026,21:47,"Tony Ramos
GIGANTE
GIGANTEEEE
#QuemAmaCuida",Tony Ramos GIGANTE GIGANTEEEE,POS,0.9911,0.0022,0.0068,1,1
2056537155736875398,18/05/2026,21:47,Isabela Garcia é o nome #quemamacuida,Isabela Garcia é o nome,NEU,0.402,0.0247,0.5733,3,0
2056537154197627002,18/05/2026,21:47,Essas primeiras cenas de #QuemAmaCuida me lembrando o filme Parasita. Gostei!🥹,Essas primeiras cenas de me lembrando o filme Parasita. Gostei!🥹,POS,0.9647,0.0078,0.0275,1,0
2056537153467814364,18/05/2026,21:47,"ABSOLUTE ISABEL TEIXEIRA 
#QuemAmaCuida",ABSOLUTE ISABEL TEIXEIRA,POS,0.8977,0.0047,0.0976,1,0
2056537149168656805,18/05/2026,21:47,"Mocinha pobre e batalhadora ajuda a cuidar pessoa idosa e rica em São Paulo. Onde já vi uns história semelhante?🤔
Então basicamente #QuemAmaCuida é  uma #Tresgraças com ameaça de ter a herdeira hipócrita Ana Paula Renault no elenco.
Tô fora!",Mocinha pobre e batalhadora ajuda a cuidar pessoa idosa e rica em São Paulo. Onde já vi uns história semelhante?🤔 Então basicamente é uma com ameaça de ter a herdeira hipócrita Ana Paula Renault no elenco. Tô fora!,NEG,0.0129,0.9283,0.0588,1,1
2056537146329006290,18/05/2026,21:47,"MEU DEUS! a casa da Adriana toda ALAGADA 🥹

#QuemAmaCuida #TVGlobo",MEU DEUS! a casa da Adriana toda ALAGADA 🥹,NEG,0.0287,0.9237,0.0476,1,0
2056537146278695292,18/05/2026,21:47,"A Adriana é tão generosa ... a Letícia falando ""firmeza"" me lembrei de Rosa #QuemAmaCuida #SegundoSol 
https://t.co/aqtKmI8J0Q","A Adriana é tão generosa ... a Letícia falando ""firmeza"" me lembrei de Rosa",POS,0.9779,0.0042,0.0179,1,0
2056537144777171247,18/05/2026,21:47,A vida do fisioterapeuta em começo de carreira é sofrida assim mesmo galera KKKKKKK depois de 6 meses melhora mas não troco essa vida por nada #QuemAmaCuida,A vida do fisioterapeuta em começo de carreira é sofrida assim mesmo galera KKKKKKK depois de 6 meses melhora mas não troco essa vida por nada,POS,0.5431,0.1405,0.3164,0,0
2056537144231919811,18/05/2026,21:47,Meu Deus que desesperador #quemamacuida,Meu Deus que desesperador,NEG,0.0094,0.9801,0.0105,0,0
2056537142222811298,18/05/2026,21:47,"Tô achando um formato legal essa nova novela, acho que vou curtir, ainda mais que tem o Chai que eu amo  #QuemAmaCuida","Tô achando um formato legal essa nova novela, acho que vou curtir, ainda mais que tem o Chai que eu amo",POS,0.9869,0.0022,0.0109,1,0
2056537137357435144,18/05/2026,21:47,"A Amora tá usando e abusando do contraste com o vermelho, né? A nossa Almodóvar de madeixas loiras  #QuemAmaCuida https://t.co/nmnBbM78h8","A Amora tá usando e abusando do contraste com o vermelho, né? A nossa Almodóvar de madeixas loiras",NEU,0.102,0.1825,0.7154,2,1
2056537136506040449,18/05/2026,21:47,Só Amora Mautner para recuperar o vermelhão no transporte público de São Paulo dos anos de Erundina 😅 #QuemAmaCuida https://t.co/REzbSjMfNr,Só Amora Mautner para recuperar o vermelhão no transporte público de São Paulo dos anos de Erundina 😅,NEU,0.243,0.3204,0.4366,195,5
2056537135511986580,18/05/2026,21:47,cheguei agr pouco em casa e já fui assistir #QuemAmaCuida,cheguei agr pouco em casa e já fui assistir,POS,0.5933,0.0106,0.3961,0,0
2056537129157595183,18/05/2026,21:47,O transporte público dessa novela ta muito vazio ... bora por mais gente ai #QuemAmaCuida,O transporte público dessa novela ta muito vazio ... bora por mais gente ai,NEG,0.0142,0.9312,0.0546,0,0
2056537128431972846,18/05/2026,21:47,"“Eu vou comer em casa, ele nem casa tem né?"" Ela chegando em casa vendo que não tem nem mais casa 😭#QuemAmaCuida","“Eu vou comer em casa, ele nem casa tem né?"" Ela chegando em casa vendo que não tem nem mais casa 😭",NEG,0.0257,0.8164,0.1579,3,0
2056537124766191735,18/05/2026,21:47,"a globo pensa em tudo mesmo ne, mandou maior chuvão aqui na minha cidade pra alagar umas ruas como divulgação de #QuemAmaCuida","a globo pensa em tudo mesmo ne, mandou maior chuvão aqui na minha cidade pra alagar umas ruas como divulgação de",NEG,0.0752,0.7113,0.2134,1,0
2056537123730178325,18/05/2026,21:47,in em #QuemAmaCuida,in em,NEU,0.1564,0.0197,0.8239,0,0
2056537119716163648,18/05/2026,21:47,"Bah, gatilho essa enchente hein #quemamacuida","Bah, gatilho essa enchente hein",NEG,0.0362,0.9147,0.0491,0,0
2056537115463237855,18/05/2026,21:47,"Primeiro capítulo sendo bem tenso, já gostei #QuemAmaCuida","Primeiro capítulo sendo bem tenso, já gostei",POS,0.9894,0.0026,0.008,0,1
2056537111747027226,18/05/2026,21:47,Sinto que vou viciar muito nessa  #QuemAmaCuida,Sinto que vou viciar muito nessa,POS,0.8809,0.0082,0.1109,3,1
2056537110467797501,18/05/2026,21:47,"#QuemAmaCuida usando os instrumentais de A Dona Do Pedaço, amo","usando os instrumentais de A Dona Do Pedaço, amo",POS,0.9804,0.0024,0.0172,6,1
2056537105388470426,18/05/2026,21:47,QUE NOVELÃO PQP EU TAVA CARENTE DE NOVELA BOA #QuemAmaCuida,QUE NOVELÃO PQP EU TAVA CARENTE DE NOVELA BOA,POS,0.8106,0.1014,0.0881,0,0
2056537105312977386,18/05/2026,21:47,Que felicidade assistir Isabela Garcia em um personagem de destaque. #QuemAmaCuida,Que felicidade assistir Isabela Garcia em um personagem de destaque.,POS,0.9785,0.0032,0.0183,4,1
2056537103689752844,18/05/2026,21:47,A Letícia colin vivendo um dis comum de chuva pra quem vive na periferia de sp #QueMAMACUida,A Letícia colin vivendo um dis comum de chuva pra quem vive na periferia de sp,NEU,0.0935,0.0602,0.8463,0,0
2056537101173162201,18/05/2026,21:47,"15 minutos de novela e ninguém convence. Parece que tão lendo teleprompter dos trejeitos populares. A sofrida de good vibes, o filho q rejeita o dinheiro do pai. Cadê o desespero dessa enchente na cintura dentro de casa?!?  #quemamacuida","15 minutos de novela e ninguém convence. Parece que tão lendo teleprompter dos trejeitos populares. A sofrida de good vibes, o filho q rejeita o dinheiro do pai. Cadê o desespero dessa enchente na cintura dentro de casa?!?",NEG,0.008,0.96,0.0319,0,0
2056537100435018232,18/05/2026,21:47,"Isabela Garcia, uma atriz que entrega tudo sem o menor esforço #QuemAmaCuida","Isabela Garcia, uma atriz que entrega tudo sem o menor esforço",POS,0.8153,0.0163,0.1684,4,2
2056537098451112105,18/05/2026,21:47,atrás do pobre corre um bicho #QuemAmaCuida,atrás do pobre corre um bicho,NEU,0.0576,0.0972,0.8451,0,0
2056537096278491507,18/05/2026,21:47,"que sofrimento, MDS
#QuemAmaCuida","que sofrimento, MDS",NEG,0.0236,0.9559,0.0205,0,0
2056537095355682870,18/05/2026,21:47,"#QuemAmaCuida
Para Tudo Brasil 
Silêncio 
Tony Ramos em cena",Para Tudo Brasil Silêncio Tony Ramos em cena,NEU,0.4263,0.0274,0.5463,0,0
2056537092012814504,18/05/2026,21:47,"mal começamos a novela e já quero chorar com tudo, vem aí novelão! 
#QuemAmaCuida","mal começamos a novela e já quero chorar com tudo, vem aí novelão!",POS,0.5411,0.0783,0.3806,0,0
2056537091245330917,18/05/2026,21:47,"Isabela Garcia DIVA! ❤️
#QuemAmaCuida https://t.co/R9p5JGU3o7",Isabela Garcia DIVA! ❤️,POS,0.9841,0.0053,0.0106,8,0
2056537089798177273,18/05/2026,21:47,"Posso estar errado, mas pelas primeiras cenas, Pilar pode fazer parte do casting de vilãs icônicas hahahaahaha #QuemAmaCuida","Posso estar errado, mas pelas primeiras cenas, Pilar pode fazer parte do casting de vilãs icônicas hahahaahaha",NEU,0.0739,0.0702,0.8559,6,0
2056537087650766877,18/05/2026,21:47,"A direção da Amora Mautner tá simplesmente horrível, puta que pariu #QuemAmaCuida https://t.co/PWD3Al6h0v","A direção da Amora Mautner tá simplesmente horrível, puta que pariu",NEG,0.0036,0.9923,0.0041,0,0
2056537083934564490,18/05/2026,21:47,Mas devo confessar que tem coisas em #QuemAmaCuida que já gostei (por exemplo a realidade em tocar o toque do metrô) e tocar Rosalía já de cara,Mas devo confessar que tem coisas em que já gostei (por exemplo a realidade em tocar o toque do metrô) e tocar Rosalía já de cara,POS,0.7198,0.0162,0.2641,0,0
2056537082248470884,18/05/2026,21:47,"O personagem do Ulisses é um frouxo em #QuemAmaCuida

Acredito que ele não é vilão e sim bundão.",O personagem do Ulisses é um frouxo em Acredito que ele não é vilão e sim bundão.,NEG,0.0052,0.9763,0.0185,0,0
2056537082089144587,18/05/2026,21:47,"Pilar: ""O Centro era tão bonito... Essa gente pobre enfeia a cidade."" #QuemAmaCuida  https://t.co/qVn4ov2mpo","Pilar: ""O Centro era tão bonito... Essa gente pobre enfeia a cidade.""",POS,0.3864,0.2525,0.3611,381,10
2056537079069241376,18/05/2026,21:47,"@tvglobo Tô gostando da Adriana 
Letícia Colin está indo muito bem PROTAGONISTA #QuemAmaCuida",Tô gostando da Adriana Letícia Colin está indo muito bem PROTAGONISTA,POS,0.9919,0.0023,0.0058,3,1
2056537074270871985,18/05/2026,21:47,isabela garcia bem-vinda de volta #QuemAmaCuida,isabela garcia bem-vinda de volta,NEU,0.1422,0.021,0.8369,1,0
2056537073113350447,18/05/2026,21:47,a adriana se fudendo desde o primeiro minuto e a pilar odiando pobre sem dó #QuemAmaCuida https://t.co/SStLvf4Jmp,a adriana se fudendo desde o primeiro minuto e a pilar odiando pobre sem dó,NEG,0.0817,0.6988,0.2195,48,5
2056537072169537835,18/05/2026,21:47,"Antônio Fagundes rabugento eu adoro desde Ramiro Bastos em Gabriela e Alberto Prado Monteiro em Bom Sucesso 

#QuemAmaCuida",Antônio Fagundes rabugento eu adoro desde Ramiro Bastos em Gabriela e Alberto Prado Monteiro em Bom Sucesso,POS,0.9611,0.0093,0.0296,1,1
2056537068306649263,18/05/2026,21:47,Odete Roitman é você? #QuemAmaCuida https://t.co/dTQ7nnwO8T,Odete Roitman é você?,NEU,0.0458,0.0208,0.9334,3,1
2056537065433538878,18/05/2026,21:46,"Coitada da família de Adriana, tendo a casa invadida pela água. #QuemAmaCuida","Coitada da família de Adriana, tendo a casa invadida pela água.",NEG,0.0049,0.9752,0.0199,2,1
2056537065202810891,18/05/2026,21:46,O VERMELHO ATÉ DENTRO DA ÁGUA AHAHAHAHA #QuemAMACuida,O VERMELHO ATÉ DENTRO DA ÁGUA AHAHAHAHA,NEU,0.3374,0.026,0.6366,1,0
2056537063168635273,18/05/2026,21:46,"A Adriana é empática e deu seu lanche pro morador de rua #QuemAmaCuida
https://t.co/LuBGgELwc4",A Adriana é empática e deu seu lanche pro morador de rua,POS,0.9506,0.0054,0.0439,4,1
2056537062111592623,18/05/2026,21:46,amando os sotaques paulistas #QuemAmaCuida,amando os sotaques paulistas,POS,0.9911,0.0021,0.0068,2,0
2056537061578916253,18/05/2026,21:46,"Letícia Colin é muito boa, em poucos minutos já tô com afeição à protagonista. Merece o mundo

#QuemAmaCuida","Letícia Colin é muito boa, em poucos minutos já tô com afeição à protagonista. Merece o mundo",POS,0.9852,0.004,0.0108,2,0
2056537058840096883,18/05/2026,21:46,"gente calma a juquinha vai chegar com força policial pra ajudar a população 
#QuemAmaCuida",gente calma a juquinha vai chegar com força policial pra ajudar a população,NEU,0.3572,0.0293,0.6135,3,0
2056537055400751189,18/05/2026,21:46,LETÍCIA COLIN #QuemAmaCuida,LETÍCIA COLIN,NEU,0.1508,0.0327,0.8164,1,1
2056537053643333993,18/05/2026,21:46,gente que agonia #QuemAmaCuida,gente que agonia,NEG,0.0079,0.984,0.0081,1,0
2056537046634635439,18/05/2026,21:46,"Ohh gente, seria muito melhor se a novela nao fosse totalmente escura... sei que é um dia chuvoso, nublado, mas esses planos sequências no breu são horríveis #QuemAmaCuida","Ohh gente, seria muito melhor se a novela nao fosse totalmente escura... sei que é um dia chuvoso, nublado, mas esses planos sequências no breu são horríveis",NEG,0.0086,0.9836,0.0078,1,0
2056537046211076238,18/05/2026,21:46,"o Cleber fofocando sobre a Adriana, cara 

#QuemAmaCuida

https://t.co/VgQmuuIU7m","o Cleber fofocando sobre a Adriana, cara",NEU,0.3473,0.2212,0.4314,11,2
2056537043233042891,18/05/2026,21:46,Que primeiro  capítulo  é  esse caralhooo  #QuemAmaCuida,Que primeiro capítulo é esse caralhooo,POS,0.4486,0.3035,0.2479,0,1
2056537042448699902,18/05/2026,21:46,nossa velho que desespero #QuemAmaCuida,nossa velho que desespero,NEG,0.0151,0.9692,0.0157,0,1
2056537041911808346,18/05/2026,21:46,isabela garcia diva eterna eliete sacoleira amiga pobretona da maria clara diniz de celebridade #QuemAmaCuida,isabela garcia diva eterna eliete sacoleira amiga pobretona da maria clara diniz de celebridade,NEU,0.3135,0.1441,0.5424,69,10
2056537041563795824,18/05/2026,21:46,Gente eu já estou sofrendo #QuemAmaCuida,Gente eu já estou sofrendo,NEG,0.0384,0.9209,0.0407,0,1
2056537040900984860,18/05/2026,21:46,"Meu Deus, que mulher chata essa protagonista. Até para cima do motorista de ônibus ela quer falar alguma coisa que ninguém perguntou #QuemAmaCuida","Meu Deus, que mulher chata essa protagonista. Até para cima do motorista de ônibus ela quer falar alguma coisa que ninguém perguntou",NEG,0.0031,0.9922,0.0048,0,0
2056537039982473566,18/05/2026,21:46,Muito bom a Isabela Garcia voltar pras novelas! #queMAMACUida,Muito bom a Isabela Garcia voltar pras novelas!,POS,0.9807,0.0051,0.0142,2,0
2056537037897945273,18/05/2026,21:46,adoro a isabela garcia mulher querida #QuemAmaCuida,adoro a isabela garcia mulher querida,POS,0.9933,0.0018,0.0049,1,0
2056537034034905350,18/05/2026,21:46,Tô achando que a Adriana não vai ser tão mocinha assim não hein galera #QuemAmaCuida,Tô achando que a Adriana não vai ser tão mocinha assim não hein galera,NEG,0.0114,0.6742,0.3144,2,0
2056537031656804464,18/05/2026,21:46,"antes se a adriana n tivesse saído de casa, coisa ruim atrás de coisa ruim acontecendo com ela e a família tbm, mds #QuemAmaCuida","antes se a adriana n tivesse saído de casa, coisa ruim atrás de coisa ruim acontecendo com ela e a família tbm, mds",NEG,0.0027,0.991,0.0062,1,0
2056537031333847296,18/05/2026,21:46,"Que intenso essas primeiras cenas 
#QuemAmaCuida",Que intenso essas primeiras cenas,POS,0.9801,0.0056,0.0143,0,0
2056537029073068073,18/05/2026,21:46,desse jeitinho com a isabel sendo uma vilã em #QuemAmaCuida https://t.co/p7zP2hYpDW,desse jeitinho com a isabel sendo uma vilã em,NEU,0.1788,0.0538,0.7674,5,0
2056537028800524614,18/05/2026,21:46,Assistindo mais uma do reizinho #QuemAmaCuida,Assistindo mais uma do reizinho,POS,0.8774,0.0033,0.1193,0,0
2056537027982618737,18/05/2026,21:46,"Chay Suede, Nicholas Prates, Cauã Reymond e Humberto Carrão tão fazendo um revezamento de galãs pesado!
#QuemAmaCuida https://t.co/Ku8ksNCRs8","Chay Suede, Nicholas Prates, Cauã Reymond e Humberto Carrão tão fazendo um revezamento de galãs pesado!",POS,0.5468,0.0334,0.4198,5,0
2056537026975928781,18/05/2026,21:46,ai desesperador esse primeiro capitulo de #QuemAmaCuida com a casa enchendo,ai desesperador esse primeiro capitulo de com a casa enchendo,NEG,0.0057,0.987,0.0073,1,0
2056537025570828390,18/05/2026,21:46,"mds que desesperador
#quemamacuida",mds que desesperador,NEG,0.0094,0.9796,0.011,0,0
2056537022685233291,18/05/2026,21:46,O instrumental de A Dona do Pedaço #QuemAmaCuida,O instrumental de A Dona do Pedaço,POS,0.5506,0.0398,0.4096,2,0
2056537015714267366,18/05/2026,21:46,"Por muito tempo eu tive PAVOR de andar de carro na chuva. Quando era criança, ficamos parados em um alagamento, era noite e acordei com a água entrando no carro. Ainda tenho certo gatilho…#QuemAmaCuida","Por muito tempo eu tive PAVOR de andar de carro na chuva. Quando era criança, ficamos parados em um alagamento, era noite e acordei com a água entrando no carro. Ainda tenho certo gatilho…",NEG,0.0134,0.9207,0.0659,1,0
2056537014527205413,18/05/2026,21:46,pilar vai entregar carisma e vilania #QuemAmaCuida https://t.co/Rbrnnp48vJ,pilar vai entregar carisma e vilania,POS,0.8856,0.013,0.1015,12,4
2056537006121824681,18/05/2026,21:46,PEGA MINHA MÁQUINA DE COSTURA KKKKK #QuemAmaCuida,PEGA MINHA MÁQUINA DE COSTURA KKKKK,NEU,0.0652,0.0267,0.9081,1,0
2056537004691652699,18/05/2026,21:46,essa tempestade também parecendo o apocalipse #QuemAmaCuida,essa tempestade também parecendo o apocalipse,NEG,0.0115,0.9611,0.0274,2,0
2056536999285158309,18/05/2026,21:46,tony ramos alagado tadinho salvem o divo 😭😭😭 #QuemAmaCuida,tony ramos alagado tadinho salvem o divo 😭😭😭,NEG,0.0248,0.9579,0.0173,0,0
2056536997359989231,18/05/2026,21:46,"Letícia Colin não vai conseguir chegar na Chacrinha 
#QuemAmaCuida",Letícia Colin não vai conseguir chegar na Chacrinha,NEU,0.0099,0.3734,0.6167,0,0
2056536996193906838,18/05/2026,21:46,Eu amo a Isabela Garcia. Saudade. #QuemAmaCuida,Eu amo a Isabela Garcia. Saudade.,POS,0.9451,0.0271,0.0279,0,0
2056536995443159045,18/05/2026,21:46,Que aflição ver essa cena de alagamento #QuemAmaCuida,Que aflição ver essa cena de alagamento,NEG,0.0077,0.9844,0.0079,0,0
2056536994562421119,18/05/2026,21:46,"Ja vivi mais de uma vez essa situação de casa alagando e é tão pesado :(

#QuemAmaCuida",Ja vivi mais de uma vez essa situação de casa alagando e é tão pesado :(,NEG,0.0101,0.9666,0.0233,0,0
2056536993689985321,18/05/2026,21:46,"As mocinhas das novelas das 21h que se passam em SP, além de sofrerem dos vilões, sofrem da cidade. #QuemAmaCuida","As mocinhas das novelas das 21h que se passam em SP, além de sofrerem dos vilões, sofrem da cidade.",NEG,0.0209,0.6615,0.3177,0,0
2056536993438244945,18/05/2026,21:46,o carlos morre né? querido #QuemAmaCuida,o carlos morre né? querido,NEG,0.0128,0.94,0.0472,0,0
2056536992750481764,18/05/2026,21:46,UM CRIME Jesuíta Barbosa fazer participação na novela apenas em 1 ep. Quero ele fixo #QuemAmaCuida,UM CRIME Jesuíta Barbosa fazer participação na novela apenas em 1 ep. Quero ele fixo,NEG,0.0326,0.9053,0.0621,3,1
2056536991232151756,18/05/2026,21:46,Isabela Garcia maravilhosaaaaaaaa #QuemAmaCuida,Isabela Garcia maravilhosaaaaaaaa,POS,0.994,0.002,0.004,1,0
2056536991160750510,18/05/2026,21:46,já pensou eu entrar no Globo play daqui a pouco e me deparar com o fato da nova novela não ter áudio descrição? Não quero nem pensar na possibilidade de não acompanhar a minha ídola Tatá Werneck atuando #QuemAmaCuida,já pensou eu entrar no Globo play daqui a pouco e me deparar com o fato da nova novela não ter áudio descrição? Não quero nem pensar na possibilidade de não acompanhar a minha ídola Tatá Werneck atuando,NEG,0.0555,0.8565,0.088,2,0
2056536990808424515,18/05/2026,21:46,parasite (brasil version #QuemAmaCuida,parasite (brasil version,NEU,0.0718,0.0103,0.9179,0,0
2056536988476416394,18/05/2026,21:46,"Diretor: O Personagem é um velho rico na skin senhorzinho do INSS que depende de alguém cuidando dele

Antônio Fagundes: Não diga mais nada!

#QuemAmaCuida https://t.co/AVHuhjuDZZ",Diretor: O Personagem é um velho rico na skin senhorzinho do INSS que depende de alguém cuidando dele Antônio Fagundes: Não diga mais nada!,NEU,0.0435,0.2863,0.6702,2,0
